store_id,sku_id,day,date,price,base_price,promo_flag,holiday_flag,weather_index,demand,revenue,margin,margin_ratio,units_sold
S01,SKU001,1,2025-09-10 09:15:56.640917,7.343,10.49,1.0,0.0,0.7947387766384465,4.3333100261252335,31.819495521837588,4.545642217405372,0.1428571428571429,4.3333100261252335
S01,SKU001,2,2025-09-11 09:15:56.658062,7.343,10.49,1.0,0.0,0.7505940978106587,4.3333100261252335,31.819495521837588,4.545642217405372,0.1428571428571429,4.3333100261252335
S01,SKU001,3,2025-09-12 09:15:56.673637,7.343,10.49,0.0,0.0,0.6200749028755346,4.3333100261252335,31.819495521837588,4.545642217405372,0.1428571428571429,4.3333100261252335
S01,SKU001,4,2025-09-13 09:15:56.688722,8.6400885,10.49,1.0,0.0,0.7550254923863717,4.3333100261252335,37.440182123659326,10.166328819227108,0.27153523948279,4.3333100261252335
S01,SKU001,5,2025-09-14 09:15:56.703824,9.3676749,10.49,0.0,0.1,0.8148005896423156,4.3333100261252335,40.5930395656517,13.31918626121948,0.3281150267074278,4.3333100261252335
S01,SKU001,6,2025-09-15 09:15:56.718433,7.343,10.49,0.0,0.0,0.7961215367659167,4.3281918430364374,31.78191270341656,4.540273243345225,0.1428571428571429,4.3281918430364374
S01,SKU001,7,2025-09-16 09:15:56.734870,7.343,10.49,0.0,0.0,0.6471762311177991,4.334983447200043,31.831783452789914,4.547397636112846,0.1428571428571429,4.334983447200043
S01,SKU002,1,2025-09-10 09:15:56.750623,10.843,15.49,1.0,0.0,0.5683008865197641,4.3333100261252335,46.98608061327591,6.712297230467985,0.14285714285714282,4.3333100261252335
S01,SKU002,2,2025-09-11 09:15:56.767231,10.843,15.49,1.0,0.0,0.5515504875566486,4.3333100261252335,46.98608061327591,6.712297230467985,0.14285714285714282,4.3333100261252335
S01,SKU002,3,2025-09-12 09:15:56.782276,10.843,15.49,0.0,0.0,0.7621942072212345,4.3333100261252335,46.98608061327591,6.712297230467985,0.14285714285714282,4.3333100261252335
S01,SKU002,4,2025-09-13 09:15:56.798807,13.42983,15.49,0.0,0.0,0.7621143298436623,4.3333100261252335,58.19561698815745,17.921833605349526,0.3079584775086505,4.3333100261252335
S01,SKU002,5,2025-09-14 09:15:56.815030,13.141088654999995,15.49,1.0,0.1,0.871396996334364,4.337781102797217,57.00316603784187,16.68782846844454,0.29275265969202885,4.337781102797217
S01,SKU002,6,2025-09-15 09:15:56.829187,10.843,15.49,0.0,0.0,0.53804917867686,4.32262024029567,46.870171265525954,6.6957387522179905,0.14285714285714282,4.32262024029567
S01,SKU002,7,2025-09-16 09:15:56.846215,10.843,15.49,0.0,0.0,0.6913719852356971,4.334983447200043,47.004225517990065,6.714889359712863,0.14285714285714282,4.334983447200043
S01,SKU003,1,2025-09-10 09:15:56.861633,15.392999999999995,21.99,1.0,0.0,0.6924699638313712,4.3333100261252335,66.7026412321457,9.528948747449373,0.14285714285714265,4.3333100261252335
S01,SKU003,2,2025-09-11 09:15:56.881921,15.392999999999995,21.99,1.0,0.0,0.778600063719597,4.3333100261252335,66.7026412321457,9.528948747449373,0.14285714285714265,4.3333100261252335
S01,SKU003,3,2025-09-12 09:15:56.899552,15.392999999999995,21.99,0.0,0.0,0.6783378207520796,4.3333100261252335,66.7026412321457,9.528948747449373,0.14285714285714265,4.3333100261252335
S01,SKU003,4,2025-09-13 09:15:56.916101,19.06533,21.99,0.0,0.0,0.6903924402594747,4.3333100261252335,82.6159856403862,25.442293155689867,0.3079584775086506,4.3333100261252335
S01,SKU003,5,2025-09-14 09:15:56.934316,18.1120635,21.99,1.0,0.1,0.7775094338424625,4.3333100261252335,78.48518635836689,21.311493873670567,0.2715352394827901,4.3333100261252335
S01,SKU003,6,2025-09-15 09:15:56.952775,15.392999999999995,21.99,0.0,0.0,0.7974333130342399,4.3281918430364374,66.62385703985986,9.51769386283711,0.14285714285714265,4.3281918430364374
S01,SKU003,7,2025-09-16 09:15:56.976454,15.392999999999995,21.99,0.0,0.0,0.7905330990286192,4.334983447200043,66.72840020275024,9.532628600392878,0.14285714285714265,4.334983447200043
