store_id,sku_id,day,base_price,optimal_price,expected_demand,expected_revenue,expected_margin,revenue_lift,promo_flag,holiday_flag,weather_index,day_of_week,is_weekend
S01,SKU001,1,10.49,7.343,65.83198684757652,483.4042794217544,34.52887710155387,100.35822084045027,1.0,0.0,0.7947387766384465,2,0.0
S01,SKU001,2,10.49,7.343,64.61843823662495,474.49319197153704,33.892370855109775,96.66481202451072,1.0,0.0,0.7505940978106587,3,0.0
S01,SKU001,3,10.49,7.343,43.59316563713474,320.10461527348036,22.864615376677158,32.67485193910571,0.0,0.0,0.6200749028755346,4,0.0
S01,SKU001,4,10.49,8.6400885,50.72329228866421,438.2537343854263,92.39696591516936,81.6445204067751,1.0,0.0,0.7550254923863717,5,1.0
S01,SKU001,5,10.49,9.367674899999999,36.198228357452514,339.0932352085761,92.27561515328614,40.54513002386376,0.0,0.1,0.8148005896423156,6,1.0
S01,SKU001,6,10.49,7.343,47.04999948589507,345.4881462249275,24.677724730351954,43.19565060924586,0.0,0.0,0.7961215367659167,0,0.0
S01,SKU001,7,10.49,7.343,44.12532456993523,324.0122583170344,23.143732736931018,34.294466082411574,0.0,0.0,0.6471762311177991,1,0.0
S01,SKU002,1,15.49,10.843,88.11491860926074,955.4300624802142,204.73501338861726,81.4130677249486,1.0,0.0,0.5683008865197641,2,0.0
S01,SKU002,2,15.49,10.843,87.43421970327239,948.0492442425825,203.15340948055334,80.01162880085492,1.0,0.0,0.5515504875566486,3,0.0
S01,SKU002,3,15.49,10.843,68.56736521953079,743.4759410753722,159.31627308757973,41.16810486373985,0.0,0.0,0.7621942072212345,4,0.0
S01,SKU002,4,15.49,13.429829999999999,49.741764777453774,668.0234448611919,244.2484798396745,26.841500182507115,0.0,0.0,0.7621143298436623,5,1.0
S01,SKU002,5,15.49,13.141088654999997,82.80227429296063,1088.1120273194229,382.6780514805447,106.60616475893801,1.0,0.1,0.871396996334364,6,1.0
S01,SKU002,6,15.49,10.843,62.06111184402038,672.928635724713,144.1989933695813,27.772877325924323,0.0,0.0,0.53804917867686,0,0.0
S01,SKU002,7,15.49,10.843,66.51160996211125,721.1853868191723,154.53972574696544,36.93566756905259,0.0,0.0,0.6913719852356971,1,0.0
S01,SKU003,1,21.99,15.392999999999997,104.12097609881944,1602.7341850891273,457.92405288260767,91.80179807677264,1.0,0.0,0.6924699638313712,2,0.0
S01,SKU003,2,21.99,15.392999999999997,108.03289216024643,1662.950309022673,475.1286597207636,99.00795924255922,1.0,0.0,0.778600063719597,3,0.0
S01,SKU003,3,21.99,15.392999999999997,73.91365193819681,1137.7528442846633,325.0722412241894,36.15672725457306,0.0,0.0,0.6783378207520796,4,0.0
S01,SKU003,4,21.99,19.06533,53.90572064210358,1027.7303529295166,435.0369544695878,22.99015735974686,0.0,0.0,0.6903924402594747,5,1.0
S01,SKU003,5,21.99,18.112063499999998,93.06417173656976,1685.5841880676567,662.3436198240721,101.71659223901497,1.0,0.1,0.7775094338424625,6,1.0
S01,SKU003,6,21.99,15.392999999999997,77.77733829926771,1197.2265684406277,342.06473384017926,43.27404423549315,0.0,0.0,0.7974333130342399,0,0.0
S01,SKU003,7,21.99,15.392999999999997,77.55348211268071,1193.7807501604939,341.0802143315696,42.86167757599076,0.0,0.0,0.7905330990286192,1,0.0
S02,SKU001,1,10.49,7.343,62.65279863194838,460.05950035439696,32.86139288245691,90.68243061897331,1.0,0.0,0.6790909637321744,2,0.0
S02,SKU001,2,10.49,7.343,45.76748981396693,336.0706777039592,24.005048407425644,39.29236030337761,0.0,0.0,0.7308069973483586,3,0.0
S02,SKU001,3,10.49,7.343,42.99064796547052,315.68032801045007,22.548594857889277,30.841102503605946,0.0,0.0,0.5893904058482925,4,0.0
S02,SKU001,4,10.49,8.899291154999998,50.52726505792627,449.65684301634377,105.13668621887346,86.37080574308607,1.0,0.0,0.8522785903354683,5,1.0
S02,SKU001,5,10.49,8.6400885,49.79235652741039,430.2103670203784,90.70118403823065,78.31075849478938,1.0,0.1,0.5016392641347196,6,1.0
S02,SKU001,6,10.49,7.343,43.33812025721766,318.2318170487493,22.730844074910653,31.898626869792878,0.0,0.0,0.6070861731337803,0,0.0
S02,SKU001,7,10.49,7.343,42.63217828665123,313.04808515888,22.36057751134856,29.75010782893852,0.0,0.0,0.5711345731791773,1,0.0
S02,SKU002,1,15.49,10.843,112.93944162770657,1224.6023655692225,262.4147926219761,79.67638440771499,1.0,0.0,0.5475435506586506,2,0.0
S02,SKU002,2,15.49,10.843,89.691250631839,972.5222306010303,208.39762084307785,42.690626005198396,0.0,0.0,0.7876708587934629,3,0.0
S02,SKU002,3,15.49,10.843,83.6451942674807,906.9648414422933,194.34960888049136,33.07189997099202,0.0,0.0,0.6267187872134006,4,0.0
S02,SKU002,4,15.49,13.141088654999997,95.61709316615466,1256.5126982298327,441.9028730007781,84.35833943157354,1.0,0.0,0.825798434123145,5,1.0
S02,SKU002,5,15.49,12.758338499999999,103.43962648795882,1319.7177690469446,438.4638711827794,93.63192808365287,1.0,0.1,0.6822204688373135,6,1.0
S02,SKU002,6,15.49,10.843,83.3155934773475,903.390980074879,193.58378144461687,32.5475350775983,0.0,0.0,0.6179444843009938,0,0.0
S02,SKU002,7,15.49,10.843,90.05040179170226,976.4165066274276,209.23210856302012,43.262002850435394,0.0,0.0,0.7972318221234015,1,0.0
S02,SKU003,1,21.99,15.392999999999997,67.00543480627962,1031.414657973062,294.68990227801766,103.92958419302491,1.0,0.0,0.8374247331717031,2,0.0
S02,SKU003,2,21.99,15.392999999999997,62.51220450865985,962.2503640018009,274.9286754290859,90.25453546113866,1.0,0.0,0.6739766383877785,3,0.0
S02,SKU003,3,21.99,15.392999999999997,46.13376253999246,710.1370067781038,202.89628765088673,40.407103382585724,0.0,0.0,0.7494602168329368,4,0.0
S02,SKU003,4,21.99,18.112063499999998,45.39380740786199,822.1755222779667,323.07060982852414,62.55917161515446,1.0,0.0,0.5075834950461896,5,1.0
S02,SKU003,5,21.99,19.06533,33.87278550046135,645.7958335855108,273.36455700793823,27.685674038695613,0.0,0.1,0.5616681945475829,6,1.0
S02,SKU003,6,21.99,15.392999999999997,41.75721723363971,642.7688448774159,183.64824139354735,27.087182884990384,0.0,0.0,0.5265753160939398,0,0.0
S02,SKU003,7,21.99,15.854789999999998,45.92753296648507,728.1713904016976,223.1981654351944,43.9728316036336,0.0,0.0,0.8449961201619203,1,0.0
S03,SKU001,1,10.49,7.343,63.8840397078994,469.1005035751053,33.507178826793215,103.267399070589,1.0,0.0,0.8295101071415925,2,0.0
S03,SKU001,2,10.49,7.343,60.76120278046558,446.1695120169588,31.86925085835418,93.33109975602686,1.0,0.0,0.7107486150248485,3,0.0
S03,SKU001,3,10.49,7.56329,43.18514912663837,326.6218065380127,32.163867218029,41.529511455937566,0.0,0.0,0.8035028174680003,4,0.0
S03,SKU001,4,10.49,9.09483,29.315634817747988,266.62071500949895,66.73205900468427,15.530251759034122,0.0,0.0,0.5514698487309116,5,1.0
S03,SKU001,5,10.49,8.899291154999998,52.26777230126495,465.1461237322011,108.758318296026,101.55391443461352,1.0,0.1,0.8109626124386395,6,1.0
S03,SKU001,6,10.49,7.343,42.133961232061985,309.38967732703117,22.0992626662165,34.062603920197226,0.0,0.0,0.643296435061989,0,0.0
S03,SKU001,7,10.49,7.343,44.61662515004353,327.61987847676966,23.401419891197822,41.96198911377487,0.0,0.0,0.7754784315752199,1,0.0
S03,SKU002,1,15.49,10.843,58.23289443386405,631.4192743463879,135.30413021708307,85.2864822895674,1.0,0.0,0.6145970455542141,2,0.0
S03,SKU002,2,15.49,10.843,41.52953206597671,450.30471619138547,96.49386775529685,32.13942020992589,0.0,0.0,0.6111154163806788,3,0.0
